level,hanja,mean,pron,hms
4ii,治,다스릴,치,다스릴 치
4ii,置,둘,치,둘 치
4ii,齒,이,치,이 치
3ii,値,값,치,값 치
3ii,恥,부끄러울,치,부끄러울 치
3ii,稚,어릴,치,어릴 치
5__,則,법칙,칙,법칙 칙
6__,親,친할,친,친할 친
8__,七,일곱,칠,일곱 칠
3ii,漆,옻,칠,옻 칠
4ii,侵,침노할,침,침노할 침
4__,寢,잘,침,잘 침
4__,針,바늘,침,바늘 침
3ii,浸,잠길,침,잠길 침
3ii,沈,잠길,침,잠길 침|성씨 심
3__,枕,베개,침,베개 침
4__,稱,일컬을,칭,일컬을 칭
4ii,快,쾌할,쾌,쾌할 쾌
5__,他,다를,타,다를 타
5__,打,칠,타,칠 타
3__,妥,온당할,타,온당할 타
3__,墮,떨어질,타,떨어질 타
5__,卓,높을,탁,높을 탁
3__,托,맡길,탁,맡길 탁
3__,濁,흐릴,탁,흐릴 탁
3__,濯,씻을,탁,씻을 탁
5__,炭,숯,탄,숯 탄
4__,歎,탄식할,탄,탄식할 탄
4__,彈,탄알,탄,탄알 탄
3__,誕,낳을/거짓,탄,낳을/거짓 탄
4__,脫,벗을,탈,벗을 탈
3ii,奪,빼앗을,탈,빼앗을 탈
4__,探,찾을,탐,찾을 탐
3__,貪,탐할,탐,탐할 탐
3ii,塔,탑,탑,탑 탑
3ii,湯,끓일,탕,끓일 탕
6__,太,클,태,클 태
4ii,態,모습,태,모습 태
3ii,殆,거의,태,거의 태
3ii,泰,클,태,클 태
3__,怠,게으를,태,게으를 태
5ii,宅,집,택,집 택
4__,擇,가릴,택,가릴 택
3ii,澤,못,택,못 택
8__,土,흙,토,흙 토
4__,討,칠,토,칠 토
3ii,吐,토할,토,토할 토
3ii,兔,토끼,토,토끼 토
6__,通,통할,통,통할 통
4ii,統,거느릴,통,거느릴 통
4__,痛,아플,통,아플 통
4ii,退,물러날,퇴,물러날 퇴
4__,投,던질,투,던질 투
4__,鬪,싸움,투,싸움 투
3ii,透,사무칠,투,사무칠 투
6__,特,특별할,특,특별할 특
4ii,波,물결,파,물결 파
4ii,破,깨뜨릴,파,깨뜨릴 파
4__,派,갈래,파,갈래 파
3__,播,뿌릴,파,뿌릴 파
3__,把,잡을,파,잡을 파
3__,罷,마칠,파,마칠 파
3__,頗,자못,파,자못 파
5__,板,널,판,널 판
4__,判,판단할,판,판단할 판
3ii,版,판목,판,판목 판
3__,販,팔,판,팔 판
8__,八,여덟,팔,여덟 팔
5__,敗,패할,패,패할 패
3__,貝,조개,패,조개 패
7__,便,편할,편,편할 편|똥오줌 변
4__,篇,책,편,책 편
3ii,編,엮을,편,엮을 편
3ii,片,조각,편,조각 편
3ii,偏,치우칠,편,치우칠 편
3__,遍,두루,편,두루 편
7ii,平,평평할,평,평평할 평
4__,評,평할,평,평할 평
4__,閉,닫을,폐,닫을 폐
3ii,肺,허파,폐,허파 폐
3ii,廢,폐할/버릴,폐,폐할/버릴 폐
3ii,弊,폐단/해질,폐,폐단/해질 폐
3__,幣,화폐,폐,화폐 폐
3__,蔽,덮을,폐,덮을 폐
4ii,砲,대포,포,대포 포
4ii,包,쌀,포,쌀 포
4ii,布,베/펼,포,베/펼 포|보시 보
4__,胞,세포,포,세포 포
3ii,捕,잡을,포,잡을 포
3ii,浦,개,포,개 포
3__,抱,안을,포,안을 포
3__,飽,배부를,포,배부를 포
4ii,暴,사나울,폭,사나울 폭|모질 포
4__,爆,불터질,폭,불터질 폭
3__,幅,폭,폭,폭 폭
6ii,表,겉,표,겉 표
4ii,票,표,표,표 표
4__,標,표할,표,표할 표
3__,漂,떠다닐,표,떠다닐 표
5ii,品,물건,품,물건 품
6ii,風,바람,풍,바람 풍
4ii,豊,풍년,풍,풍년 풍
3ii,楓,단풍,풍,단풍 풍
4__,疲,피곤할,피,피곤할 피
4__,避,피할,피,피할 피
3ii,被,입을,피,입을 피
3ii,皮,가죽,피,가죽 피
3ii,彼,저,피,저 피
5ii,必,반드시,필,반드시 필
5ii,筆,붓,필,붓 필
3ii,畢,마칠,필,마칠 필
3__,匹,짝,필,짝 필
7ii,下,아래,하,아래 하
7__,夏,여름,하,여름 하
5__,河,물,하,물 하
3ii,荷,멜,하,멜 하
3ii,賀,하례할,하,하례할 하
3ii,何,어찌,하,어찌 하
8__,學,배울,학,배울 학
3ii,鶴,학,학,학 학
8__,韓,한국/나라,한,한국/나라 한
7ii,漢,한수/한나라,한,한수/한나라 한
5__,寒,찰,한,찰 한
4ii,限,한할,한,한할 한
4__,閑,한가할,한,한가할 한
4__,恨,한,한,한 한
3ii,汗,땀,한,땀 한
3__,旱,가물,한,가물 한
3ii,割,벨,할,벨 할
3ii,含,머금을,함,머금을 함
3ii,陷,빠질,함,빠질 함
3__,咸,다,함,다 함
6__,合,합할,합,합할 합
4ii,航,배,항,배 항
4ii,港,항구,항,항구 항
4__,抗,겨룰,항,겨룰 항
3ii,恒,항상,항,항상 항
3ii,項,항목,항,항목 항
3__,巷,거리,항,거리 항
7ii,海,바다,해,바다 해
5ii,害,해할,해,해할 해
4ii,解,풀,해,풀 해
3__,亥,돼지,해,돼지 해
3__,奚,어찌,해,어찌 해
3__,該,갖출/마땅,해,갖출/마땅 해
4__,核,씨,핵,씨 핵
6ii,幸,다행,행,다행 행
6__,行,다닐,행,다닐 행|항렬 항
6__,向,향할,향,향할 향
4ii,鄕,시골,향,시골 향
4ii,香,향기,향,향기 향
3ii,響,울릴,향,울릴 향
3__,享,누릴,향,누릴 향
5__,許,허락할,허,허락할 허
4ii,虛,빌,허,빌 허
4__,憲,법,헌,법 헌
3ii,獻,드릴,헌,드릴 헌
3__,軒,집,헌,집 헌
4ii,驗,시험,험,시험 험
4__,險,험할,험,험할 험
4__,革,가죽,혁,가죽 혁
6ii,現,나타날,현,나타날 현
4ii,賢,어질,현,어질 현
4__,顯,나타날,현,나타날 현
3ii,懸,달,현,달 현
3ii,玄,검을,현,검을 현
3__,絃,줄,현,줄 현
3__,縣,고을,현,고을 현
4ii,血,피,혈,피 혈
3ii,穴,굴,혈,굴 혈
3__,嫌,싫어할,혐,싫어할 혐
4ii,協,화할,협,화할 협
3ii,脅,위협할,협,위협할 협
8__,兄,형,형,형 형
6ii,形,모양,형,모양 형
4__,刑,형벌,형,형벌 형
3ii,衡,저울대,형,저울대 형
3__,亨,형통할,형,형통할 형
3__,螢,반딧불,형,반딧불 형
4ii,惠,은혜,혜,은혜 혜
3ii,慧,슬기로울,혜,슬기로울 혜
3__,兮,어조사,혜,어조사 혜
6__,號,이름,호,이름 호
5__,湖,호수,호,호수 호
4ii,好,좋을,호,좋을 호
4ii,戶,집,호,집 호
4ii,護,도울,호,도울 호
4ii,呼,부를,호,부를 호
3ii,浩,넓을,호,넓을 호
3ii,豪,호걸,호,호걸 호
3ii,胡,되,호,되 호
3ii,虎,범,호,범 호
3__,乎,어조사,호,어조사 호
3__,互,서로,호,서로 호
3__,毫,터럭,호,터럭 호
4__,或,혹,혹,혹 혹
3ii,惑,미혹할,혹,미혹할 혹
4__,婚,혼인할,혼,혼인할 혼
4__,混,섞일,혼,섞일 혼
3ii,魂,넋,혼,넋 혼
3__,昏,어두울,혼,어두울 혼
3ii,忽,갑자기,홀,갑자기 홀
4__,紅,붉을,홍,붉을 홍
3ii,洪,넓을,홍,넓을 홍
3__,鴻,기러기,홍,기러기 홍
3__,弘,클,홍,클 홍
8__,火,불,화,불 화
7ii,話,말씀,화,말씀 화
7__,花,꽃,화,꽃 화
6ii,和,화할,화,화할 화
6__,畫,그림,화,그림 화|그을 획
5ii,化,될,화,될 화
4ii,貨,재물,화,재물 화
4__,華,빛날,화,빛날 화
3ii,禍,재앙,화,재앙 화
3__,禾,벼,화,벼 화
4ii,確,굳을,확,굳을 확
3__,穫,거둘,확,거둘 확
3__,擴,넓힐,확,넓힐 확
5__,患,근심,환,근심 환
4__,歡,기쁠,환,기쁠 환
4__,環,고리,환,고리 환
3ii,還,돌아올,환,돌아올 환
3ii,換,바꿀,환,바꿀 환
3__,丸,둥글,환,둥글 환
7ii,活,살,활,살 활
6__,黃,누를,황,누를 황
4__,況,상황,황,상황 황
3ii,皇,임금,황,임금 황
3ii,荒,거칠,황,거칠 황
6ii,會,모일,회,모일 회
4ii,回,돌아올,회,돌아올 회
4__,灰,재,회,재 회
3ii,懷,품을,회,품을 회
3ii,悔,뉘우칠,회,뉘우칠 회
3ii,獲,얻을,획,얻을 획
3ii,劃,그을,획,그을 획
3ii,橫,가로,횡,가로 횡
7ii,孝,효도,효,효도 효
5ii,效,본받을,효,본받을 효
3__,曉,새벽,효,새벽 효
7ii,後,뒤,후,뒤 후
4__,厚,두터울,후,두터울 후
4__,候,기후,후,기후 후
3__,侯,제후,후,제후 후
6__,訓,가르칠,훈,가르칠 훈
3__,毁,헐,훼,헐 훼
4__,揮,휘두를,휘,휘두를 휘
3__,輝,빛날,휘,빛날 휘
7__,休,쉴,휴,쉴 휴
3__,携,이끌,휴,이끌 휴
5ii,凶,흉할,흉,흉할 흉
3ii,胸,가슴,흉,가슴 흉
5__,黑,검을,흑,검을 흑
4ii,吸,마실,흡,마실 흡
4ii,興,일,흥,일 흥
4ii,希,바랄,희,바랄 희
4__,喜,기쁠,희,기쁠 희
3ii,稀,드물,희,드물 희
3ii,戲,놀이,희,놀이 희
